id,"partid","aspect_id_1","aspect_id_2","aspect_1","aspect_2"
3302,"p2igo6qgaa","s2.2","s2.3","i don't like to risk my health","i don't like roller coasters."
3303,"p2igo6qgaa","s2.2","s2.4","i don't like to risk my health","i am not afraid to do something i have never done before."
3304,"p2igo6qgaa","s2.2","s2.5","i don't like to risk my health","being scared of something doesn't stop me."
3305,"p2igo6qgaa","s2.2","s2.6","i don't like to risk my health","i like to follow the rules"
3306,"p2igo6qgaa","s2.3","s2.4","i don't like roller coasters.","i am not afraid to do something i have never done before."
3307,"p2igo6qgaa","s2.3","s2.5","i don't like roller coasters.","being scared of something doesn't stop me."
3308,"p2igo6qgaa","s2.3","s2.6","i don't like roller coasters.","i like to follow the rules"
3309,"p2igo6qgaa","s2.4","s2.5","i am not afraid to do something i have never done before.","being scared of something doesn't stop me."
3310,"p2igo6qgaa","s2.4","s2.6","i am not afraid to do something i have never done before.","i like to follow the rules"
3311,"p2igo6qgaa","s2.5","s2.6","being scared of something doesn't stop me.","i like to follow the rules"
3312,"pae1oh4880","s1.1","s1.2","i get worried that things may work out badly if i take a risk.","i worry about what i can lose."
3313,"pae1oh4880","s1.1","s1.3","i get worried that things may work out badly if i take a risk.","i think about negative outcomes."
3314,"pae1oh4880","s1.1","s1.4","i get worried that things may work out badly if i take a risk.","i feel scared of departing from wat i know and am used to."
3315,"pae1oh4880","s1.1","s2.1","i get worried that things may work out badly if i take a risk.","i try to avoid risks because i'm nervous about possible negative consequences."
3316,"pae1oh4880","s1.2","s1.3","i worry about what i can lose.","i think about negative outcomes."
3317,"pae1oh4880","s1.2","s1.4","i worry about what i can lose.","i feel scared of departing from wat i know and am used to."
3318,"pae1oh4880","s1.2","s2.1","i worry about what i can lose.","i try to avoid risks because i'm nervous about possible negative consequences."
3319,"pae1oh4880","s1.3","s1.4","i think about negative outcomes.","i feel scared of departing from wat i know and am used to."
3320,"pae1oh4880","s1.3","s2.1","i think about negative outcomes.","i try to avoid risks because i'm nervous about possible negative consequences."
3321,"pae1oh4880","s1.4","s2.1","i feel scared of departing from wat i know and am used to.","i try to avoid risks because i'm nervous about possible negative consequences."
3322,"pp6jirdmle","s1.1","s1.2","i am willing to take risks because nothing ventured is nothing gained.","i am willing to take risks because it is exhilarating."
3323,"pp6jirdmle","s1.1","s1.3","i am willing to take risks because nothing ventured is nothing gained.","i am willing to take risks because it causes you to challenge yourself."
3324,"pp6jirdmle","s1.1","s2.1","i am willing to take risks because nothing ventured is nothing gained.","because it can be profitable"
3325,"pp6jirdmle","s1.2","s1.3","i am willing to take risks because it is exhilarating.","i am willing to take risks because it causes you to challenge yourself."
3326,"pp6jirdmle","s1.2","s2.1","i am willing to take risks because it is exhilarating.","because it can be profitable"
3327,"pp6jirdmle","s1.3","s2.1","i am willing to take risks because it causes you to challenge yourself.","because it can be profitable"
3328,"pve9ncn9s6","s1.1","s1.2","if there is no risk, there is no gain.","taking risks is exciting."
3329,"pve9ncn9s6","s1.1","s1.3","if there is no risk, there is no gain.","avoiding risk is a sign of weakness."
3330,"pve9ncn9s6","s1.1","s1.4","if there is no risk, there is no gain.","there is an inherent risk in everything we do and should be embraced."
3331,"pve9ncn9s6","s1.1","s2.1","if there is no risk, there is no gain.","the greater the risk, the greater the reward."
3332,"pve9ncn9s6","s1.1","s2.2","if there is no risk, there is no gain.","i am young and therefore can tolerate the volatility of risk."
3333,"pve9ncn9s6","s1.1","s2.3","if there is no risk, there is no gain.","taking risks can be exhilarating."
3334,"pve9ncn9s6","s1.1","s2.4","if there is no risk, there is no gain.","taking risks makes you feel alive."
3335,"pve9ncn9s6","s1.2","s1.3","taking risks is exciting.","avoiding risk is a sign of weakness."
3336,"pve9ncn9s6","s1.2","s1.4","taking risks is exciting.","there is an inherent risk in everything we do and should be embraced."
3337,"pve9ncn9s6","s1.2","s2.1","taking risks is exciting.","the greater the risk, the greater the reward."
3338,"pve9ncn9s6","s1.2","s2.2","taking risks is exciting.","i am young and therefore can tolerate the volatility of risk."
3339,"pve9ncn9s6","s1.2","s2.3","taking risks is exciting.","taking risks can be exhilarating."
3340,"pve9ncn9s6","s1.2","s2.4","taking risks is exciting.","taking risks makes you feel alive."
3341,"pve9ncn9s6","s1.3","s1.4","avoiding risk is a sign of weakness.","there is an inherent risk in everything we do and should be embraced."
3342,"pve9ncn9s6","s1.3","s2.1","avoiding risk is a sign of weakness.","the greater the risk, the greater the reward."
3343,"pve9ncn9s6","s1.3","s2.2","avoiding risk is a sign of weakness.","i am young and therefore can tolerate the volatility of risk."
3344,"pve9ncn9s6","s1.3","s2.3","avoiding risk is a sign of weakness.","taking risks can be exhilarating."
3345,"pve9ncn9s6","s1.3","s2.4","avoiding risk is a sign of weakness.","taking risks makes you feel alive."
3346,"pve9ncn9s6","s1.4","s2.1","there is an inherent risk in everything we do and should be embraced.","the greater the risk, the greater the reward."
3347,"pve9ncn9s6","s1.4","s2.2","there is an inherent risk in everything we do and should be embraced.","i am young and therefore can tolerate the volatility of risk."
3348,"pve9ncn9s6","s1.4","s2.3","there is an inherent risk in everything we do and should be embraced.","taking risks can be exhilarating."
3349,"pve9ncn9s6","s1.4","s2.4","there is an inherent risk in everything we do and should be embraced.","taking risks makes you feel alive."
3350,"pve9ncn9s6","s2.1","s2.2","the greater the risk, the greater the reward.","i am young and therefore can tolerate the volatility of risk."
3351,"pve9ncn9s6","s2.1","s2.3","the greater the risk, the greater the reward.","taking risks can be exhilarating."
3352,"pve9ncn9s6","s2.1","s2.4","the greater the risk, the greater the reward.","taking risks makes you feel alive."
3353,"pve9ncn9s6","s2.2","s2.3","i am young and therefore can tolerate the volatility of risk.","taking risks can be exhilarating."
3354,"pve9ncn9s6","s2.2","s2.4","i am young and therefore can tolerate the volatility of risk.","taking risks makes you feel alive."
3355,"pve9ncn9s6","s2.3","s2.4","taking risks can be exhilarating.","taking risks makes you feel alive."
3356,"po9c716m7i","s1.1","s1.2","would i get into trouble?","would it hurt myself?"
3357,"po9c716m7i","s1.1","s1.3","would i get into trouble?","would it hurt other people?"
3358,"po9c716m7i","s1.1","s2.1","would i get into trouble?","to not get into trouble, to not lose money"
3359,"po9c716m7i","s1.1","s2.2","would i get into trouble?","to not disappoint my family"
3360,"po9c716m7i","s1.2","s1.3","would it hurt myself?","would it hurt other people?"
3361,"po9c716m7i","s1.2","s2.1","would it hurt myself?","to not get into trouble, to not lose money"
3362,"po9c716m7i","s1.2","s2.2","would it hurt myself?","to not disappoint my family"
3363,"po9c716m7i","s1.3","s2.1","would it hurt other people?","to not get into trouble, to not lose money"
3364,"po9c716m7i","s1.3","s2.2","would it hurt other people?","to not disappoint my family"
3365,"po9c716m7i","s2.1","s2.2","to not get into trouble, to not lose money","to not disappoint my family"
3366,"pkovd8l667","s1.1","s1.2","i am generally a cautious person and don't as a rule take risks as to avoid misfortune.","i am willing to take a risk if the payoff for the risk is worth the amount of risk involved."
3367,"pkovd8l667","s1.1","s2.1","i am generally a cautious person and don't as a rule take risks as to avoid misfortune.","i would rather avoid physical harm caused by risk."
3368,"pkovd8l667","s1.1","s2.2","i am generally a cautious person and don't as a rule take risks as to avoid misfortune.","i would rather not risk financial constrain caused by risk."
3369,"pkovd8l667","s1.1","s2.3","i am generally a cautious person and don't as a rule take risks as to avoid misfortune.","playing it safe comes more natural to me."
3370,"pkovd8l667","s1.2","s2.1","i am willing to take a risk if the payoff for the risk is worth the amount of risk involved.","i would rather avoid physical harm caused by risk."
3371,"pkovd8l667","s1.2","s2.2","i am willing to take a risk if the payoff for the risk is worth the amount of risk involved.","i would rather not risk financial constrain caused by risk."
3372,"pkovd8l667","s1.2","s2.3","i am willing to take a risk if the payoff for the risk is worth the amount of risk involved.","playing it safe comes more natural to me."
